sku,howToUse,whenToUse,whyThisProduct
19771,"1. Kimyasalı üretici reçetesine göre seyreltip hazneye ekleyin (maks. çizgiyi aşmayın).
2. Pompayı çalışma basıncına (maks. 3 bar) ulaşana kadar pompalayın.
3. Nozulu ihtiyaca göre ayarlayın; yüzeye eşit şekilde püskürtün.
4. Uzun uygulamalarda sürekli püskürtme kilidini etkinleştirin.
5. İş bitince basıncı tahliye edin; hazneyi ve hattı temiz suyla durulayın.","HVAC/klima servisleri, sanitasyon ve dezenfeksiyon, endüstriyel temizlik, otomotiv detailing, tarım ve bahçe uygulamalarında kullanılır.","• 2 litre geniş kapasite ile 3 bar maksimum basınç
• Çinko kaplı demir pompa çubuğu ile stabil basınç üretimi
• Patentli sürekli püskürtme kilidi
• Şeffaf dereceli hazne ile kolay seviye takibi"
23822,"1. Alkali veya alkol bazlı kimyasalı geniş huni açıklığından hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı çalışma basıncına (max 3 bar) ulaştırın.
3. 45.5 cm plastik tabancayı kullanarak nozulu ayarlayın.
4. 120 cm omuz askısı ile rahat taşıma sağlayın.
5. Kullanım sonrası hazneyi ve 1.4 m hortumu temiz su ile durulayın.","Büyük ölçekli dezenfeksiyon, endüstriyel zemin temizliği, tarım ilaçlama, profesyonel araç filosu yıkama ve geniş yüzey uygulamalarında kullanılır.","• 10 litre ekstra büyük kapasite kesintisiz çalışma için
• EPDM conta ile alkali ve keton dayanımı
• 3 bar güvenlik valfi ile güvenli kullanım
• Geniş stabilite tabanı ve ergonomik tasarım"
23841,"1. Köpük yapıcı kimyasalı geniş huni açıklığından hazneye doldurun.
2. Kapağı sıkıca kapatın ve pompayı çalışma basıncına (max 3 bar) ulaştırın.
3. 45.5 cm plastik tabanca ve 110° köpük nozulunu kullanın.
4. Köpük yoğunluğunu plastik ara parça ile ayarlayın (keçe diski çıkarılarak).
5. Kullanım sonrası hazneyi ve 1.4 m hortumu temiz su ile durulayın.","İnatçı kirlerin temizliği, araç yıkama, cam ve duvar temizliği, endüstriyel zemin/tuvalet/banyo temizliği, kamyon/römork/iş makinesi yıkama işlemlerinde kullanılır.","• 10 litre hazne ile 5 litre köpük çalışma kapasitesi
• 110° geniş açılı güçlü köpük püskürtme
• Ayarlanabilir köpük yoğunluğu
• EPDM conta ile alkali ve keton dayanımı"
12922,"1. Alkali veya alkol bazlı kimyasalı ölçekli şişeye doldurun.
2. Sprey başlığını sıkıca takın.
3. Nozulu ayarlayın: ince sis veya düz jet.
4. 360° özelliği sayesinde her açıdan püskürtme yapabilirsiniz.
5. Kullanım sonrası şişeyi ve başlığı temiz su ile durulayın.","Profesyonel deterjanlar, sıvı cila, cam temizleyiciler, motor temizleyiciler ve alkali bazlı kimyasallarla yapılan temizlik işlemlerinde kullanılır.","• EPDM conta ile alkali ve alkol dayanımı
• Her açıdan püskürtme özellikli 360° mekanizma
• % ve ml cinsinden dereceli ölçekli şişe
• Su sızdırmaz tasarım"
12918,"1. Asit bazlı veya yağ çözücü kimyasalı ölçekli şişeye doldurun.
2. Sprey başlığını sıkıca takın.
3. Nozulu ayarlayın: ince sis veya düz jet.
4. Yüzeye eşit şekilde püskürtün.
5. Kullanım sonrası şişeyi ve başlığı temiz su ile durulayın.","Dezenfektan ve yağ çözücü ürünlerle ağır temizlik işlemleri, metal temizleme, kimyasal mikrop öldürücülerle dezenfeksiyon ve jant temizliğinde kullanılır.","• VITON conta ile asitlere mükemmel dayanıklılık
• Yüksek atış kapasiteli dayanıklı PP başlık
• % ve ml cinsinden dereceli ölçekli şişe
• Su sızdırmaz tasarım"
13724,"1. Kimyasalı üretici reçetesine göre seyreltip şişeye doldurun (skala sayesinde hassasiyet).
2. Nozulu ayarlayın: ince sis için saat yönü; jet için tersine çevirin.
3. Şişeyi dikey/yan/ters konumda tutarak hedef yüzeye uygulayın (360° özelliği).
4. Ürün değiştirirken tetik-hatları suyla kısa flush yapın.
5. Serin, kuru ve güneş görmeyen ortamda, dik konumda muhafaza edin.","Sanitasyon ve dezenfeksiyon, endüstriyel temizlik, tarım ve bahçe, reklam ve signage, otomotiv detay uygulamalarında kullanılır.","• 360° her açıdan kesintisiz püskürtme
• Sabit 1.3 ml/atış ile tekrarlanabilir doz
• Mist/jet arası hızlı geçiş
• Şeffaf, dereceli şişe ile doğru seyreltme"
P0140AK1#26263,"1. Kimyasalı ölçekli şişeye doldurun (% ve ml skalası mevcut).
2. Canyon sprey başlığını sıkıca takın.
3. Nozulu ayarlayın: ince veya kalın püskürtme.
4. Yüzeye eşit şekilde püskürtün, homojen dağılım için mesafeyi ayarlayın.
5. Kullanım sonrası şişeyi ve başlığı temiz su ile durulayın.","Araç gövde ve jant temizliği, iç döşeme ve kumaş temizliği, ön yıkama şampuanları, wax ve cila uygulamaları, bisiklet ve motosiklet temizliğinde kullanılır.","• Canyon başlık ile homojen dağılım ve köpükleme
• NBR conta ile su bazlı kimyasallara uyumluluk
• % ve ml cinsinden soğuk baskılı ölçek
• Sızdırmaz ve ergonomik tasarım"
SGGD416,"1. Montaj için uygun duvar veya delikli alet paneli seçin.
2. Vidalarla sağlam şekilde sabitleyin.
3. Litrelik polisaj ürünlerini kauçuk kaplamalı 5 göze yerleştirin.
4. Detay fırçalarını ve tabancaları 3 askıya asın.
5. Jant ve detay fırçalarını oval fırça tutucularına yerleştirin.","Detay merkezleri, oto yıkama istasyonları, servis atölyeleri ve boyahanelerde polisaj ürünleri, fırçalar ve aksesuarların düzenli saklanması için kullanılır.","• Paslanmaz çelik yapı - korozyona ve darbelere dayanıklı
• 5 gözlü şişe saklama bölümü + 3 askı + 3 oval tutucu
• Profesyonel ve minimalist tasarım
• Tüm detay ekipmanlarını tek noktada toplar"
SGGD415,"1. Duvara veya delikli alet panosuna montaj yapın.
2. Litrelik polisaj ürünlerini 5 ayrı göze yerleştirin.
3. Mikrofiber bezleri ve havluları 10cm boruda saklayın.
4. Püskürtücüler ve aksesuarları 2 kancaya asın.","Detay merkezleri, oto yıkamalar, tamirhaneler ve boyahanelerde polisaj ekipmanları ve aksesuarların düzenli saklanması için kullanılır.","• Paslanmaz çelik - korozyona ve darbelere dayanıklı
• 5 kauçuk kaplamalı şişe gözü
• 10cm boru + 2 kanca - çok fonksiyonlu askı sistemi
• Sprey şişeler, bezler ve aksesuarlar için ideal"
530882,"1. 6 vida bağlantı noktasını kullanarak duvara monte edin.
2. 2 polisaj makinesini kenar korumalı bölmelere yerleştirin.
3. Akü ve şarj cihazını özel bölmelerine koyun.
4. Küçük boy pasta/cila ürünlerini alt kısma yerleştirin.
5. Kabloları düzenli şekilde sarın.","Polisaj makineleri, akü, şarj cihazı ve pasta ürünlerini düzenli saklamak için kullanılır. Boyahane, detailing merkezi ve atölyelerde yer tasarrufu sağlar.","• 2 makine + akü + pasta kapasitesi
• Kenar korumalı yapı - çizilmelere karşı koruma
• 6 vida bağlantı noktası - sağlam sabitleme
• Tüm FLEX ve diğer marka makinelerle uyumlu"
530883,"1. 4 vida bağlantı noktasını kullanarak duvara monte edin.
2. 2 polisaj makinesini kenar korumalı bölmelere yerleştirin.
3. Makine kablolarını kancalara sarın.
4. Makineleri düzenli ve güvenli şekilde saklayın.","Rotary veya orbital polisaj makinelerini düzenli saklamak ve yer tasarrufu sağlamak için kullanılır. Boyahane, detailing merkezi ve atölyeler için idealdir.","• 2 makine kapasitesi
• Kenar koruma sistemi - çizilmelere karşı
• Kablo asma kancaları
• Kompakt ve estetik tasarım"
502561,"1. Geniş ağızlı ana bölmeye 3 makineye kadar yerleştirin.
2. 1L şişeler için 3 bölmeyi, 500ml şişeler için 5 bölmeyi kullanın.
3. Pedleri 18cm saklama alanına yerleştirin.
4. Fermuarlı file bölmelere küçük aksesuarları koyun.
5. Omuz askısı veya çelik takviyeli saplarla taşıyın.","Polisaj makineleri, pasta/cila ürünleri, pedler ve aksesuarların taşınması ve saklanması için kullanılır. Mobil detailing ve boyahane kullanımı için idealdir.","• 3 makineye kadar taşıma kapasitesi
• PP güçlendirmeli yırtılmaya dayanıklı malzeme
• Çoklu iç bölmeler - 1L, 500ml şişeler, pedler için
• Yastıklı omuz askısı ve çelik takviyeli saplar"
SGGD175,"1. Bel kemerini bedeninize göre ayarlayın.
2. Bacak kemerini sabitleyerek sallanmayı önleyin.
3. 8 cebe aletlerinizi ve aksesuarlarınızı yerleştirin.
4. Velcro bölümlere polisaj pedlerini sabitleyin.
5. El feneri, fırça ve şişeleri ceplerinizde taşıyın.","Araç detaylandırma, PPF uygulama ve polisaj işlemleri sırasında ekipman ve aksesuarları el altında tutmak için kullanılır.","• 8 geniş cep - çok amaçlı kullanım
• Velcro ped sabitleme sistemi
• Dayanıklı batik kanvas malzeme
• Ayarlanabilir bel ve bacak kemeri"
SGGD291,"1. Katlanmış durumdan açarak hazırlayın.
2. Detailing ekipmanlarını, kimyasalları veya aksesuarları içine yerleştirin.
3. İstenirse üst üste istifleyin.
4. Kullanım sonrası katlayarak yer tasarrufu yapın.","Araç içi düzenleme, garaj organizasyonu ve detailing ekipmanlarının taşınması/saklanması için kullanılır.","• 26 litre geniş kapasite
• Katlanabilir tasarım - yer tasarrufu
• İstiflenebilir yapı
• Dayanıklı plastik malzeme"
SGGD025,"1. Kolay montaj ile birkaç dakikada kurun.
2. Üç kata detailing ekipmanlarını, pasta/cila ürünlerini yerleştirin.
3. Depolama kutularına küçük aksesuarları koyun.
4. Akıllı tekerlekler ile atölye içinde kolayca hareket ettirin.","Oto detailing, atölye, mutfak, bahçe ve ofis gibi alanlarda malzemelerin düzenli saklanması ve taşınması için kullanılır.","• 3 katlı geniş toplama kapasitesi
• Çift depolama kutusu ve çöp kutusu dahil
• Güçlendirilmiş PP malzeme - çizik ve korozyona dayanıklı
• Akıllı tekerlekler - pürüzsüz hareket"
SGGD285,"1. Vidaları ve dübelleri kullanarak duvara monte edin.
2. Paslanmaz çelik yayı açarak paspası sıkıştırın.
3. Kaymaz diş tasarımı paspasın yerinde kalmasını sağlar.
4. Kuruduktan sonra paspası kolayca çıkarın.",Araç yıkama ve detailing merkezlerinde araç paspaslarını asarak kurutmak ve saklamak için kullanılır.,"• 304 paslanmaz çelik yay - güçlü elastiklik
• Kaymaz diş tasarımı - paspas kaymaz
• 10 kg'a kadar taşıma kapasitesi
• 4 adet set - vida ve dübel dahil"
SGGD289,"1. İşaretli noktalara matkap ile 4 delik açın.
2. Duvar ankrajlarını deliklere çakın.
3. Vidaları tornavida ile tutucuya takarak sabitleyin.
4. Yıkama tabancasını namlu bölümüne yerleştirin.
5. Hortumu genişletilmiş tasarımda sarın.","Araç yıkama tabancası ve hortumunun düzenli saklanması için kullanılır. Garaj, atölye ve detailing merkezlerinde yer tasarrufu sağlar.","• 55 lbs (25 kg) taşıma kapasitesi
• Paslanmaz, su geçirmez PP malzeme
• Genişletilmiş tasarım - hortum deformasyonunu önler
• Kolay montaj sistemi"
Q2M-SCOV,"1. Koltuk kılıfını koltuğun üzerine çekin.
2. Elastik bandı koltuğun altına geçirerek sabitleyin.
3. Temizlik işlemi boyunca kılıfı yerinde bırakın.
4. İşlem sonrası çıkararak saklayın.",Araç içi temizlik işlemleri sırasında ön koltukların kirlenme ve lekeden korunması için kullanılır. Müşteri tesliminde profesyonel bir görünüm sağlar.,"• Aşınmaya dayanıklı ve su geçirmez
• Elastik bant ile kolay sabitleme
• GYEON logolu profesyonel görünüm
• Detailing stüdyoları için ideal"
Q2M-SWCOV,"1. Kılıfı direksiyon simidinin etrafına çekin.
2. Elastik bandı simide geçirerek sabitleyin.
3. Temizlik işlemi boyunca kılıfı yerinde bırakın.
4. İşlem sonrası çıkararak saklayın.",Araç içi temizlik işlemleri sırasında direksiyonun kirlenme ve lekeden korunması için kullanılır. Stüdyoya araç alırken profesyonel bir görünüm sağlar.,"• Aşınmaya dayanıklı ve su geçirmez
• Tüm direksiyon boyutlarına uygun
• GYEON logolu profesyonel görünüm
• Elastik bant ile kolay uygulama"
79472,"1. Grit Guard ızgarasını kovanın tabanına yerleştirin.
2. Etiketleri (WASH, RINSE, WHEELS) kovaların üzerine yapıştırın.
3. Çevirmeli kapağı contasıyla birlikte yerleştirin.
4. Yıkama eldiveninizi bu sistemle kullanarak çiziksiz temizlik yapın.
5. Kullanım sonrası kapağı kapatarak saklayın.","Çift kova yöntemi ile araç yıkama, seramik kaplama öncesi temizlik, köpük tabancası ve eldivenle yıkama işlemlerinde kullanılır.","• Grit Guard teknolojisi - çizik önleyici ızgara
• Vidalı contalı kapak - sızdırmaz taşıma
• 3 farklı etiket (WASH, RINSE, WHEELS)
• Metal taşıma kolu ve ölçek çizgileri"
Q2M-KM,"1. Katlama çizgilerinden açarak düz hale getirin.
2. Araç alt bölgesinde çalışırken diz altına yerleştirin.
3. Oturma veya uzanma pozisyonlarında da kullanabilirsiniz.
4. Taşıma kolundan tutarak katlanmış halde saklayın.","Araçların alt bölgelerinde çalışırken (jant temizliği, eşik cilaması vb.) diz konforunu artırmak ve yaralanmaları önlemek için kullanılır.","• Yoğun köpük - konfor ve koruma
• Katlanabilir tasarım - kolay taşıma
• Taşıma kolu mevcut
• GYEON grafikleri ile şık görünüm"
KLIN-3251BL,"1. Boyun bağcığını ayarlayarak önlüğü giyin.
2. Bel bağcığını kendi bedeninize göre sabitleyin.
3. 2 ön cebe el feneri, fırça ve aksesuarlarınızı yerleştirin.
4. Polisaj ve detailing işlemleri sırasında kullanın.
5. Ilık suda elde veya mikrofiber programında yıkayın.",Polisajdan seramik kaplamaya kadar tüm detay süreçlerinde hem kullanıcıyı hem de araç boyasını korumak için kullanılır.,"• Peluş mikrofiber - boyaya karşı yumuşak koruma
• CCS teknolojisi - toz ve partikül minimizasyonu
• 2 pratik ön cep
• Hakiki deri KLIN logosu - profesyonel görünüm"
SGGD233,"1. İşe uygun genişlikte aparatı seçin.
2. Trim veya döşeme kenarına hafifçe sokun.
3. Kaldırma hareketi ile parçayı sökün.
4. Yapışkan kalıntılarını kazıyarak temizleyin.
5. Uçlar köreldiyse eğe ile keskinleştirin.","Araç yan trimleri, döşeme klipsleri, amblem, çıkartma ve yapışkan kalıntılarının hassas yüzeylere zarar vermeden sökülmesi için kullanılır.","• 4 farklı genişlik - her ihtiyaç için
• Naylon plastik - yüzeyi çizmez
• Eğelenerek keskinleştirilebilir uçlar
• Çekiç darbelerine dayanıklı yapı"
481491,"1. 18V akü takılı olduğundan emin olun.
2. Uygun başlığı seçin (aralık, fırça, döşeme veya el borusu).
3. Emiş hortumunu 0.5-2.5m arası ayarlayın.
4. Açarak temizlik işlemini yapın.
5. Eko modda pil ömrünü uzatın (30 dakikaya kadar).","Araç içi detaylı temizlik, atölye ve depo temizliği, son montaj alanları için kullanılır. Kablosuz özgürlük ile dar alanlarda kolayca çalışılır.","• Sınıfının en hafif ve kompakt kablosuz süpürgesi
• 12.000 Pa vakum gücü
• Omuz askısı ile kolay taşıma
• Manuel filtre temizleme sistemi
• 4 farklı başlık dahil"
532024,"1. Elektrik prizine takın.
2. Uygun başlığı seçin (4 farklı seçenek).
3. Omuz askısı veya tekerlekli gövde ile taşıyın.
4. Dar alanlarda el süpürgesi olarak kullanın.
5. İşlem sonrası kablo ve hortumu saklayın.","Araç içi detaylı temizlik, atölye ve depo temizliği, mobilya ve marin uygulamaları için kullanılır.","• 1200W güçlü motor
• 6 litre geniş hazne
• Omuz askısı + tekerlekli tasarım
• 4 farklı başlık dahil
• Kompakt ve taşınabilir"
405418,"1. Uygun filtreyi (ıslak veya kuru) takın.
2. Elektrik prizine bağlayın.
3. El aletleri için dahili prize takarak senkronize kullanın.
4. Hava üfleme için hortumu çıkış portuna bağlayın.
5. Manuel filtre temizleme ile performansı koruyun.","Atölye ve depo temizliği, araç içi detaylı temizlik, şantiyelerde ve endüstriyel alanlarda kullanılır. Hem ıslak hem kuru temizlik ve hava üfleme için idealdir.","• Hem ıslak hem kuru kullanım
• 21.000 Pa yüksek vakum gücü
• Hava üfleyici fonksiyonu
• Dahili cihaz prizi - el aletleriyle senkronize
• 20 litre geniş kapasite
• Şamandıra valfi - sıvıda güvenli"
530375,"1. Tripodu açın ve istenen yüksekliğe ayarlayın (1.1-2.2m).
2. Akü takın veya elektrik kablosunu bağlayın.
3. 3 parlaklık seviyesinden birini seçin (1000/2000/4000 lümen).
4. LED panelleri ihtiyaca göre yönlendirin.
5. USB-C portu ile cihazlarınızı şarj edebilirsiniz.","Detailing merkezleri, boyahaneler, şantiyeler ve atölyelerde profesyonel alan aydınlatması için kullanılır. Boya kusurlarını tespit etmek için idealdir.","• 4000 lümen maksimum parlaklık
• Akü veya elektrik ile çalışma esnekliği
• 2.2m yüksekliğe kadar tripod
• USB-C şarj portu"
463302,"1. Pil kapağını açın ve 2 adet AAA pil takın.
2. Açma düğmesine basarak feneri çalıştırın.
3. Fokus halkasını döndürerek ışık açısını ayarlayın (10-70°).
4. Kontrol edilecek yüzeye yaklaştırarak hologram, çizik ve kusurları tespit edin.
5. Manyetik aparat ile metal yüzeylere sabitleyebilirsiniz.","Polisaj sonrası boya kontrolü, hologram ve çizik tespiti, detailing kalite kontrolü ve dar alanlarda yüzey incelemesi için kullanılır.","• 4500K renk sıcaklığı - gerçek renk analizi
• 140 lümen - ince çizikleri görünür kılar
• Ayarlanabilir 10-70° fokus
• Sadece 56gr - cep feneri boyutunda"
486728,"1. FLEX 10.8V veya 18V aküyü lambaya takın.
2. Açma düğmesine basarak lambayı çalıştırın.
3. Parlaklık seviyesini ayarlayın (300-3000 lümen).
4. CCT düğmesiyle renk sıcaklığını seçin (2500K-6500K).
5. Bluetooth ile telefon/tablet üzerinden uzaktan kontrol edebilirsiniz.
6. Tripod aparatına bağlayarak sabit kullanım yapabilirsiniz.","Detailing merkezlerinde boya kontrolü, boyahanelerde renk eşleştirme, atölyelerde genel aydınlatma ve profesyonel yüzey inceleme işlemlerinde kullanılır.","• 3000 lümen maksimum parlaklık
• RA 96 renk doğruluğu - gerçek renk analizi
• Bluetooth kablosuz kontrol
• IP67 su ve toz geçirmez"
